id,categoria,pregunta,respuesta,contexto
18,Síntomas,¿es normal que en hipertension emergencia no duela el pecho?,"Lo importante no es solo “cuánto marca”, sino si hay daño agudo: dolor torácico, disnea, déficit neurológico, edema pulmonar, disección o fallo renal. Si lo hay, manejo urgente intravenoso y monitorizado.","La emergencia hipertensiva implica presión arterial muy elevada con daño agudo de órgano diana, como edema pulmonar, encefalopatía, SCA, disección aórtica o lesión renal aguda. No se define solo por el número de presión."
19,Síntomas,¿qué datos clínicos apuntan a hipertensión sintomas?,"La mayoría de hipertensos no nota nada. Si hay cefalea intensa, déficit neurológico, dolor torácico o disnea, hay que descartar emergencia hipertensiva y daño de órgano.","La hipertensión crónica suele ser asintomática y se diagnostica con mediciones repetidas, MAPA o AMPA. Cefalea, mareo o epistaxis no predicen de forma fiable la presión, pero obligan a buscar daño de órgano si son intensos."
20,Síntomas,¿hipotensión en cardiología necesita ECG ya?,"No mires solo la cifra: revisa conciencia, piel, diuresis, lactato, ECG y congestión. Si está mal perfundido, es una urgencia y hay que buscar causa reversible.","La hipotensión en un paciente cardiológico puede reflejar shock, arritmia, sangrado, sepsis, exceso de diuréticos o fármacos vasodilatadores. La prioridad es valorar perfusión, frecuencia, ECG y signos de congestión."
21,Síntomas,¿qué síntomas me hacen pensar en troponina elevada?,"Troponina alta no equivale automáticamente a cateterismo. Si hay clínica isquémica, cambios ECG y dinámica compatible, piensa en IAM; si no, busca lesión miocárdica por otras causas.","La troponina elevada indica lesión miocárdica, pero no siempre infarto tipo 1. Se interpreta con clínica, ECG, dinámica de ascenso/descenso y causas como taquiarritmia, IC, sepsis, embolia pulmonar o insuficiencia renal."
22,Síntomas,"tengo un paciente con dolor torácico con ECG normal, ¿qué busco?","Con ECG normal pero dolor compatible, no lo descartes. Repite ECG si cambia el dolor y usa troponinas seriadas; el contexto clínico manda.","Un ECG inicial normal no descarta SCA, especialmente si la clínica es sugestiva o el dolor es reciente. Las guías recomiendan repetir ECG y usar algoritmos de troponina de alta sensibilidad según disponibilidad."
23,Síntomas,¿cómo distingo palpitaciones con extrasístoles de algo menos grave?,"Muchas extrasístoles son benignas si no hay cardiopatía. Pero si hay síncope, dolor, disnea, mucha carga o cardiopatía estructural, conviene Holter y ecocardiograma.","Las extrasístoles suelen percibirse como saltos, pausas o golpes en el pecho. La gravedad depende de síntomas, carga arrítmica, cardiopatía estructural y hallazgos en ECG/Holter."
24,Síntomas,"QT largo síntomas, ¿qué signos de alarma miro?","Síncope con QT largo no es banal. Hay que revisar fármacos, potasio y magnesio, antecedentes familiares y evitar medicación que prolongue QT.","El QT largo puede predisponer a torsades de pointes, síncope y muerte súbita, especialmente con fármacos prolongadores del QT, hipopotasemia o antecedentes familiares. El ECG y la corrección de factores reversibles son esenciales."
25,Síntomas,¿cuando me preocupo por miocarditis?,"Piensa en miocarditis si hay dolor, troponina alta, arritmias o disnea tras cuadro viral, sobre todo en jóvenes. Hay que descartar SCA cuando toca y valorar eco/RM cardiaca.","La miocarditis puede dar dolor torácico, disnea, palpitaciones, síncope o insuficiencia cardiaca, a menudo tras infección viral. La elevación de troponina y cambios ECG pueden simular SCA."
26,Síntomas,sintomas de cardiomiopatía hipertrófica,"Síncope de esfuerzo, historia familiar de muerte súbita o palpitaciones en miocardiopatía hipertrófica son señales de alarma. Requiere evaluación especializada y estratificación de riesgo.","La miocardiopatía hipertrófica puede causar disnea, dolor torácico, síncope de esfuerzo o palpitaciones. El riesgo arrítmico se evalúa con historia familiar, síncope, grosor parietal, arritmias y otros marcadores."
27,Síntomas,"mi paciente dice que tiene dolor torácico en joven, puede ser cardiaco","En joven no todo es ansiedad. Si hay dolor opresivo, síncope, cocaína, antecedentes familiares, troponina alta o ECG anormal, se estudia como cardiológico.","En pacientes jóvenes, el dolor torácico puede ser musculoesquelético, pericarditis, miocarditis, SCA por drogas o anomalías coronarias. La edad baja no excluye patología cardiaca si hay signos de alarma."
28,Síntomas,¿es normal que en clopidogrel síntomas alergia no duela el pecho?,"Sangrados, hematomas extensos, melena o alergia cutánea pueden aparecer con antiagregantes. Si hay sangrado importante, no se suspende a ciegas: hay que valorar riesgo isquémico y hemorrágico.","Los antiagregantes pueden producir sangrado, hematomas, dispepsia y reacciones alérgicas cutáneas. La aparición de sangrado mayor o síntomas neurológicos requiere reevaluación urgente del tratamiento."
29,Síntomas,¿qué datos clínicos apuntan a sangrado con anticoagulante?,"Melena, hematemesis, hematuria importante, caída de Hb o síntomas neurológicos son alarma. Hay que valorar gravedad, última toma, función renal y necesidad de reversión o suspensión temporal.","Los anticoagulantes aumentan el riesgo de sangrado digestivo, urinario, intracraneal o cutáneo. La gravedad depende de localización, estabilidad hemodinámica, hemoglobina, función renal y tiempo desde la última dosis."
30,Síntomas,¿dolor de pierna e insuficiencia cardiaca necesita ECG ya?,"Edemas bilaterales con disnea, ortopnea o yugulares altas apuntan a congestión cardiaca. Si es unilateral y doloroso, piensa también en trombosis venosa.","Los edemas en miembros inferiores pueden deberse a insuficiencia cardiaca, enfermedad venosa, fármacos, insuficiencia renal o hipoalbuminemia. La congestión sistémica se evalúa con peso, yugulares, hepatomegalia y respuesta a diuréticos."
31,Síntomas,¿qué síntomas me hacen pensar en ortopnea?,"Si duerme con más almohadas o se despierta ahogado, piensa en insuficiencia cardiaca descompensada. Hay que valorar congestión, peso, función renal, BNP/NT-proBNP y eco según contexto.",La ortopnea y la disnea paroxística nocturna son síntomas clásicos de congestión pulmonar por insuficiencia cardiaca. Su presencia sugiere aumento de presiones de llenado y requiere ajustar diagnóstico y tratamiento.
32,Síntomas,"tengo un paciente con claudicación vascular, ¿qué busco?","Dolor en pantorrilla al caminar que cede al parar suena a claudicación. Hay que medir índice tobillo-brazo y tratar riesgo cardiovascular, no solo el dolor de la pierna.","La claudicación intermitente es dolor muscular reproducible con el ejercicio y que mejora con reposo, típico de enfermedad arterial periférica. Se asocia a alto riesgo cardiovascular y exige control intensivo de factores de riesgo."
33,Síntomas,¿cómo distingo ictus y FA de algo menos grave?,"Un ictus sin causa clara obliga a buscar FA, incluso paroxística. Si se confirma y el riesgo embólico lo justifica, la prevención suele ser anticoagulación, no antiagregación simple.","La fibrilación auricular es una causa frecuente de ictus cardioembólico. En pacientes con ictus o AIT se recomienda buscar FA con ECG y monitorización según el caso, porque cambia la indicación de anticoagulación."
34,Síntomas,"soplo nuevo, ¿qué signos de alarma miro?","Un soplo nuevo con fiebre, insuficiencia cardiaca, síncope o dolor torácico no se ignora. El eco es la prueba clave para caracterizar la lesión.","Un soplo nuevo puede indicar valvulopatía, endocarditis, comunicación intracardiaca o complicación mecánica postinfarto. El contexto clínico y la ecocardiografía determinan urgencia y etiología."
35,Síntomas,¿cuando me preocupo por fatiga por ic?,"La fatiga puede ser bajo gasto o descompensación, pero también anemia, bradicardia o exceso de medicación. Mira signos de congestión, ECG, analítica y evolución funcional.","La fatiga en insuficiencia cardiaca puede reflejar bajo gasto, congestión, anemia, enfermedad renal, arritmias o efectos de fármacos. Debe valorarse junto con clase funcional, peso, presión y frecuencia cardiaca."
36,Síntomas,sintomas de dolor torácico post stent,"Dolor tipo infarto después de un stent es alarma, sobre todo si suspendió antiagregantes. ECG urgente y manejo como SCA hasta demostrar lo contrario.","Tras un stent, dolor torácico recurrente puede deberse a reestenosis, trombosis del stent, vasoespasmo o causas no coronarias. La trombosis del stent es una urgencia, especialmente si hay elevación del ST."
37,Síntomas,"mi paciente dice que tiene disnea y soplo aórtico, ¿puede ser cardiaco?","Disnea de esfuerzo más soplo aórtico obliga a pedir eco. Si la estenosis es severa y sintomática, se valora reemplazo valvular quirúrgico o TAVI según perfil.",La disnea de esfuerzo con soplo sistólico eyectivo puede sugerir estenosis aórtica. La severidad se confirma por ecocardiografía y los síntomas guían la indicación de intervención.
38,Síntomas,¿es normal que en dolor torácico por cocaína no duela el pecho?,"Después de cocaína, el dolor torácico puede ser vasoespasmo o infarto real. ECG y troponinas; evita trivializarlo como ansiedad.","La cocaína puede provocar vasoespasmo coronario, SCA, arritmias, disección aórtica e hipertensión severa. El dolor torácico tras consumo requiere ECG, troponinas y monitorización según riesgo."
39,Síntomas,¿qué datos clínicos apuntan a flutter auricular?,"Flutter puede sentirse como taquicardia regular. Hay que confirmar en ECG, controlar frecuencia o ritmo y valorar anticoagulación según riesgo embólico.","El flutter auricular suele causar palpitaciones regulares rápidas, disnea o fatiga, con ondas en dientes de sierra en ECG. Comparte indicaciones de anticoagulación según riesgo tromboembólico similares a FA."
40,Síntomas,bloqueo AV necesita ECG ya,"Bloqueo AV con síncope o bajo gasto es serio. Revisa causas reversibles, pero si es avanzado y persistente, suele necesitar marcapasos.","El bloqueo auriculoventricular avanzado puede producir síncope, presíncope, fatiga o insuficiencia cardiaca. Si es persistente y no reversible, puede requerir marcapasos."
41,Síntomas,"tengo un paciente con infarto con dolor torácico, ¿qué busco?","Los síntomas que orientan a IAM son dolor torácico opresivo persistente, irradiación, sudoración, náuseas, disnea o síncope. No hay que esperar a que el cuadro sea “clásico”: ECG urgente y troponinas seriadas si se sospecha SCA.","En el síndrome coronario agudo, el dolor típico suele ser opresivo, retroesternal, prolongado y puede irradiar a brazo izquierdo, mandíbula, espalda o epigastrio. La guía ESC recomienda ECG de 12 derivaciones precoz y troponinas seriadas si no hay elevación persistente del ST."
42,Síntomas,¿cómo distingo equivalentes anginosos de algo menos grave?,"Disnea brusca, cansancio extremo, náuseas, epigastralgia o síncope pueden ser equivalentes anginosos. En pacientes de riesgo, se debe hacer ECG y troponinas aunque no haya dolor típico.","En ancianos, mujeres, diabéticos y pacientes con insuficiencia renal, el SCA puede presentarse con disnea, fatiga, síncope, epigastralgia o malestar inespecífico. La ausencia de dolor torácico no descarta isquemia miocárdica."
43,Síntomas,"dolor pleurítico, ¿qué signos de alarma miro?","El dolor pleurítico no es el patrón típico de infarto, pero no excluye patología grave. Hay que valorar pericarditis, embolia pulmonar, neumotórax y, si hay factores de riesgo, descartar SCA con ECG y biomarcadores.","El dolor torácico pleurítico, que aumenta con la inspiración o la tos, orienta más a pericarditis, embolia pulmonar o patología pleuropulmonar que a angina típica. La evaluación debe integrar ECG, constantes, exploración y probabilidad clínica."
44,Síntomas,¿cuando me preocupo por pericarditis aguda?,"Sugiere pericarditis si el dolor es posicional, pleurítico y mejora al inclinarse hacia delante. Conviene hacer ECG, ecocardiograma y marcadores inflamatorios; si hay derrame importante o compromiso hemodinámico, ingreso.","La pericarditis aguda suele causar dolor torácico punzante que mejora al sentarse e inclinarse hacia delante, puede asociar roce pericárdico y elevación difusa del ST con descenso del PR. La presencia de derrame o inestabilidad cambia el manejo."
45,Síntomas,sintomas de disección aórtica,"Piensa en disección si el dolor es brusco, máximo desde el inicio, con irradiación a espalda, síncope, déficit neurológico o diferencia de pulsos. No es un cuadro para “observar”: necesita imagen urgente y control hemodinámico.","La disección aórtica suele producir dolor torácico o dorsal súbito, muy intenso, desgarrador, con posible asimetría de pulsos, déficit neurológico o insuficiencia aórtica aguda. Requiere sospecha clínica alta e imagen urgente."
46,Síntomas,"mi paciente dice que tiene embolia pulmonar, ¿puede ser cardiaco?","Sospecha embolia si hay disnea brusca, dolor pleurítico, taquicardia, hipoxemia o síncope, sobre todo con factores de riesgo trombótico. La gravedad la marcan la hipotensión, el VD y los biomarcadores.","La embolia pulmonar puede presentarse con disnea súbita, dolor pleurítico, taquicardia, síncope o hipoxemia. La estratificación combina probabilidad clínica, dímero D cuando procede, imagen y valoración del ventrículo derecho."
47,Síntomas,¿es normal que en insuficiencia cardiaca aguda no duela el pecho?,"Los datos clave son disnea, ortopnea, crepitantes, edemas, yugulares altas y mala perfusión. Si hay hipoxemia, edema agudo de pulmón, hipotensión o confusión, es una urgencia.","La insuficiencia cardiaca aguda se manifiesta por disnea, ortopnea, crepitantes, edemas, ingurgitación yugular o hipoperfusión. La guía ESC recomienda valorar congestión, perfusión, desencadenantes y necesidad de oxígeno, diuréticos o soporte."
48,Síntomas,¿qué datos clínicos apuntan a edema agudo de pulmón?,"Si el paciente está ahogado, con crepitantes difusos y saturación baja, piensa en edema agudo de pulmón. Hay que sentarlo, monitorizar, tratar congestión y valorar ventilación no invasiva si hay trabajo respiratorio.","El edema agudo de pulmón se caracteriza por disnea intensa, ortopnea, estertores difusos, hipoxemia y a veces expectoración espumosa. Suele requerir tratamiento urgente de congestión y soporte ventilatorio si hay insuficiencia respiratoria."
49,Síntomas,¿shock cardiogénico necesita ECG ya?,"Los signos son hipotensión, piel fría, oliguria, confusión, lactato alto y congestión o bajo gasto. En un IAM con shock hay que activar manejo invasivo urgente y soporte hemodinámico.","El shock cardiogénico combina hipotensión persistente, signos de hipoperfusión y causa cardiaca como IAM extenso, arritmia o fallo ventricular. Es una situación tiempo-dependiente que requiere monitorización, vasopresores/inotrópicos y tratar la causa."
50,Síntomas,¿qué síntomas me hacen pensar en fibrilacion auricular síntomas?,"La FA puede dar palpitaciones “desordenadas”, falta de aire, cansancio, mareo o empeorar una IC. La confirmación necesita ECG con ritmo irregular sin ondas P organizadas.","La fibrilación auricular puede causar palpitaciones irregulares, disnea, fatiga, mareo, dolor torácico o descompensación de insuficiencia cardiaca. También puede ser asintomática y descubrirse en ECG o monitorización."
51,Síntomas,"tengo un paciente con taquicardia supraventricular, ¿qué busco?","Inicio y final bruscos, palpitación rápida y regular sugieren TSV. Si está estable se puede intentar maniobras vagales y ECG; si hay hipotensión, dolor isquémico o edema pulmonar, cardioversión.","Las taquicardias supraventriculares suelen producir palpitaciones bruscas de inicio y fin súbitos, a veces con mareo, disnea o dolor torácico. La tolerancia hemodinámica determina si se maneja con maniobras, fármacos o cardioversión."
52,Síntomas,¿como distingo bradicardia sintomatica de algo menos grave?,"Preocupa si hay síncope, mareo intenso, hipotensión, confusión o insuficiencia cardiaca. Hay que revisar fármacos frenadores, potasio, isquemia y valorar marcapasos si no hay causa reversible.","La bradicardia clínicamente relevante puede provocar síncope, presíncope, fatiga, disnea o signos de bajo gasto. Deben buscarse causas reversibles como fármacos, isquemia, alteraciones electrolíticas o trastornos de conducción."
53,Síntomas,"síncope cardiaco, qué signos de alarma miro","Es de alarma si aparece con ejercicio, tumbado, con palpitaciones o dolor torácico, o si el ECG es anormal. En esos casos no basta con decir “vasovagal”: hay que estudiar causa cardiaca.","El síncope de posible origen cardiaco se sospecha si ocurre durante esfuerzo, en decúbito, con palpitaciones, dolor torácico, antecedente de cardiopatía o ECG anormal. Estos datos aumentan el riesgo y pueden requerir ingreso."
54,Síntomas,¿cuando me preocupo por síncope vasovagal?,"Vasovagal suena más probable si hubo pródromos claros y desencadenante típico. Aun así, si hay cardiopatía, ECG anormal, síncope de esfuerzo o traumatismo importante, se maneja como alto riesgo.","El síncope reflejo suele tener pródromos como náuseas, calor, sudor frío, visión borrosa y desencadenantes como dolor, bipedestación prolongada o emociones. El ECG y la historia ayudan a excluir causas de alto riesgo."
55,Síntomas,sintomas de estenosis aórtica síntomas,"La tríada clásica es disnea, angina y síncope, sobre todo con esfuerzo. Si una estenosis aórtica severa ya da síntomas, hay que derivar para valoración valvular, no solo ajustar medicación.","La estenosis aórtica severa se vuelve especialmente relevante cuando causa disnea, angina, síncope o insuficiencia cardiaca. La ecocardiografía confirma severidad, gradientes, área valvular y función ventricular."
56,Síntomas,"mi paciente dice que tiene insuficiencia mitral aguda, ¿puede ser cardiaco?","Sospecha insuficiencia mitral aguda si aparece edema pulmonar brusco con soplo nuevo, sobre todo tras infarto. Requiere eco urgente y manejo hospitalario especializado.","La insuficiencia mitral aguda puede provocar edema pulmonar, hipotensión y soplo nuevo, especialmente tras IAM por rotura de músculo papilar o endocarditis. El ecocardiograma urgente es clave."
57,Síntomas,¿es normal que en endocarditis signos no duela el pecho?,"Fiebre sin foco, soplo nuevo, embolias o bacteriemia persistente hacen pensar en endocarditis. Hay que tomar hemocultivos antes de antibiótico si es posible y pedir ecocardiografía.","La endocarditis infecciosa puede manifestarse con fiebre persistente, soplo nuevo, embolias, hemocultivos positivos o lesiones valvulares. En pacientes con prótesis valvular o dispositivos, el umbral de sospecha debe ser bajo."
58,Síntomas,¿qué datos clínicos apuntan a hipertensión emergencia?,"Lo importante no es solo “cuánto marca”, sino si hay daño agudo: dolor torácico, disnea, déficit neurológico, edema pulmonar, disección o fallo renal. Si lo hay, manejo urgente intravenoso y monitorizado.","La emergencia hipertensiva implica presión arterial muy elevada con daño agudo de órgano diana, como edema pulmonar, encefalopatía, SCA, disección aórtica o lesión renal aguda. No se define solo por el número de presión."
59,Síntomas,¿hipertensión sintomas necesita ECG ya?,"La mayoría de hipertensos no nota nada. Si hay cefalea intensa, déficit neurológico, dolor torácico o disnea, hay que descartar emergencia hipertensiva y daño de órgano.","La hipertensión crónica suele ser asintomática y se diagnostica con mediciones repetidas, MAPA o AMPA. Cefalea, mareo o epistaxis no predicen de forma fiable la presión, pero obligan a buscar daño de órgano si son intensos."
60,Síntomas,¿qué síntomas me hacen pensar en hipotensión en cardiología?,"No mires solo la cifra: revisa conciencia, piel, diuresis, lactato, ECG y congestión. Si está mal perfundido, es una urgencia y hay que buscar causa reversible.","La hipotensión en un paciente cardiológico puede reflejar shock, arritmia, sangrado, sepsis, exceso de diuréticos o fármacos vasodilatadores. La prioridad es valorar perfusión, frecuencia, ECG y signos de congestión."
61,Síntomas,"tengo un paciente con troponina elevada, ¿qué busco?","Troponina alta no equivale automáticamente a cateterismo. Si hay clínica isquémica, cambios ECG y dinámica compatible, piensa en IAM; si no, busca lesión miocárdica por otras causas.","La troponina elevada indica lesión miocárdica, pero no siempre infarto tipo 1. Se interpreta con clínica, ECG, dinámica de ascenso/descenso y causas como taquiarritmia, IC, sepsis, embolia pulmonar o insuficiencia renal."
62,Síntomas,¿cómo distingo dolor torácico con ECG normal de algo menos grave?,"Con ECG normal pero dolor compatible, no lo descartes. Repite ECG si cambia el dolor y usa troponinas seriadas; el contexto clínico manda.","Un ECG inicial normal no descarta SCA, especialmente si la clínica es sugestiva o el dolor es reciente. Las guías recomiendan repetir ECG y usar algoritmos de troponina de alta sensibilidad según disponibilidad."
63,Síntomas,"palpitaciones con extrasístoles, ¿qué signos de alarma miro?","Muchas extrasístoles son benignas si no hay cardiopatía. Pero si hay síncope, dolor, disnea, mucha carga o cardiopatía estructural, conviene Holter y ecocardiograma.","Las extrasístoles suelen percibirse como saltos, pausas o golpes en el pecho. La gravedad depende de síntomas, carga arrítmica, cardiopatía estructural y hallazgos en ECG/Holter."
64,Síntomas,¿cuando me preocupo por QT largo síntomas?,"Síncope con QT largo no es banal. Hay que revisar fármacos, potasio y magnesio, antecedentes familiares y evitar medicación que prolongue QT.","El QT largo puede predisponer a torsades de pointes, síncope y muerte súbita, especialmente con fármacos prolongadores del QT, hipopotasemia o antecedentes familiares. El ECG y la corrección de factores reversibles son esenciales."
65,Síntomas,sintomas de miocarditis,"Piensa en miocarditis si hay dolor, troponina alta, arritmias o disnea tras cuadro viral, sobre todo en jóvenes. Hay que descartar SCA cuando toca y valorar eco/RM cardiaca.","La miocarditis puede dar dolor torácico, disnea, palpitaciones, síncope o insuficiencia cardiaca, a menudo tras infección viral. La elevación de troponina y cambios ECG pueden simular SCA."
66,Síntomas,"mi paciente dice que tiene cardiomiopatía hipertrófica, puede ser cardiaco","Síncope de esfuerzo, historia familiar de muerte súbita o palpitaciones en miocardiopatía hipertrófica son señales de alarma. Requiere evaluación especializada y estratificación de riesgo.","La miocardiopatía hipertrófica puede causar disnea, dolor torácico, síncope de esfuerzo o palpitaciones. El riesgo arrítmico se evalúa con historia familiar, síncope, grosor parietal, arritmias y otros marcadores."
67,Síntomas,¿es normal que en dolor torácico en joven no duela el pecho?,"En joven no todo es ansiedad. Si hay dolor opresivo, síncope, cocaína, antecedentes familiares, troponina alta o ECG anormal, se estudia como cardiológico.","En pacientes jóvenes, el dolor torácico puede ser musculoesquelético, pericarditis, miocarditis, SCA por drogas o anomalías coronarias. La edad baja no excluye patología cardiaca si hay signos de alarma."
68,Síntomas,¿qué datos clínicos apuntan a clopidogrel síntomas alergia?,"Sangrados, hematomas extensos, melena o alergia cutánea pueden aparecer con antiagregantes. Si hay sangrado importante, no se suspende a ciegas: hay que valorar riesgo isquémico y hemorrágico.","Los antiagregantes pueden producir sangrado, hematomas, dispepsia y reacciones alérgicas cutáneas. La aparición de sangrado mayor o síntomas neurológicos requiere reevaluación urgente del tratamiento."
